,collector,corpus,date,genre,idnumber,location,motifs,storytype,tradition
954,"Onnekes, Joh.",cboekeno.19E,1881-01-01 00:00:00,sage,CBOEK444,Ulrum (Groningen),A751.1,ATU 0751E*,tijdschriftartikel
955,"Verheul, J.",CBOEKENO.19E,1893-11-27 00:00:00,sprookje,CBOEK483,Rotterdam (Zuid-Holland),Z41,ATU 2030,almanak
956,"Blaauw, A.",CBOEKENO.19E,1892-01-01 00:00:00,sprookje,CBOEK484,De Rijp (Noord-Holland),Z41,ATU 2030,almanak
957,Malika Sevil,ROOS.21E,2004-02-01 00:00:00,broodjeaapverhaal,ROOS0002,Amsterdam (Noord-Holland),K912,ATU 0956B,krant
958,"Ginniken, Charles van",CBOEKENO.19E,1881-01-01 00:00:00,mop,CBOEK507,Zundert (Noord-Brabant),Z19.2,ATU 2335,almanak
959,"Boekenoogen, Gerrit Jacob",CBOEKENO.19E,1881-01-01 00:00:00,sprookje,CBOEK513,Zaanstreek (Noord-Holland),J2072.1,ATU 0775,almanak
960,"Boekenoogen, Gerrit Jacob",CBOEKENO.19E,1881-01-01 00:00:00,sprookje,CBOEK514,Zaanstreek (Noord-Holland) & Amsterdam (Noord-Holland),G61,ATU 0720,almanak
961,"Boekenoogen, Gerrit Jacob",CBOEKENO.19E,1881-01-01 00:00:00,sprookje,CBOEK516,Zaanstreek (Noord-Holland),H542,ATU 0927,almanak
962,Roos de Wilde de Ligny,ROOS.21E,1968-01-01 00:00:00,sprookje,ROOS0005,,S222.1;F848.1;G279.2;R41.2,ATU 0310,elpee
963,Roos de Wilde de Ligny,ROOS.21E,1968-01-01 00:00:00,sprookje,ROOS0006,,S222.1;F848.1;G279.2;R41.2,ATU 0310,elpee
964,Roos de Wilde de Ligny,ROOS.21E,1968-01-01 00:00:00,sprookje,ROOS0007,,H41.1,ATU 0704,elpee
965,"Steenhuisen, L.G.",Piggelmee20E,1971-01-01 00:00:00,sprookje,PIGGEL01,,B170;Q338,ATU 0555,boek
966,Anya Boelhouwer,Overbeke.17e,1651-01-01 00:00:00,mop,OVER0008,Den Haag (Zuid-Holland),J2464,ATU 1688,boek
967,Anya Boelhouwer,Overbeke.17e,1651-01-01 00:00:00,mop,OVER0014,Den Haag (Zuid-Holland),X313,ATU 1860B,boek
968,Anya Boelhouwer,Overbeke.17e,1651-01-01 00:00:00,mop,OVER0032,Den Haag (Zuid-Holland),J1241,ATU 1633,boek
969,Anya Boelhouwer,Overbeke.17e,1651-01-01 00:00:00,mop,OVER0138,Den Haag (Zuid-Holland),K134.1,ATU 1631,boek
970,"Ronhaar-Rozema, Hanneke",NEDVOLKS.20E,1979-01-01 00:00:00,sprookje,DITEPL0004,Groningen (Groningen),K911,ATU 0056A*,tijdschriftartikel
971,Anya Boelhouwer,Overbeke.17e,1651-01-01 00:00:00,mop,OVER0258,Den Haag (Zuid-Holland),A2275.5.5,ATU 0200A,boek
972,Anya Boelhouwer,Overbeke.17e,1651-01-01 00:00:00,mop,OVER0358,Den Haag (Zuid-Holland),K343.2.1,ATU 1792,boek
973,Anya Boelhouwer,Overbeke.17e,1651-01-01 00:00:00,mop,OVER0360,Den Haag (Zuid-Holland),J2164.2,ATU 1276,boek
974,Anya Boelhouwer,Overbeke.17e,1651-01-01 00:00:00,mop,OVER0376,Den Haag (Zuid-Holland),N330,ATU 1534,boek
975,Anya Boelhouwer,Overbeke.17e,1651-01-01 00:00:00,mop,OVER0384,Den Haag (Zuid-Holland),H1023.4,ATU 1175,boek
976,Anya Boelhouwer,Overbeke.17e,1651-01-01 00:00:00,mop,OVER0512,Den Haag (Zuid-Holland),F667.1,ATU 0654,boek
977,Anya Boelhouwer,Overbeke.17e,1651-01-01 00:00:00,mop,OVER0516,Den Haag (Zuid-Holland),K1081.1,ATU 1577,boek
978,Anya Boelhouwer,Overbeke.17e,1651-01-01 00:00:00,mop,OVER0530,Den Haag (Zuid-Holland),J2121,ATU 1272*,boek
979,Anya Boelhouwer,Overbeke.17e,1651-01-01 00:00:00,mop,OVER0536,Den Haag (Zuid-Holland),N384.2,ATU 1676B,boek
980,Theo Meder,VerslagNatVert,2004-06-06 00:00:00,sprookje,ARCHEON03,Alphen aan den Rijn (Zuid-Holland),K2011;F913;Q426;Z18.1,ATU 0333,mondeling
981,Theo Meder,VerslagNatVert,2004-06-06 00:00:00,sprookje,ARCHEON04,Alphen aan den Rijn (Zuid-Holland),N332.1,ATU 0837,mondeling
982,Theo Meder,VerslagNatVert,2004-06-06 00:00:00,mop,ARCHEON09,Alphen aan den Rijn (Zuid-Holland),J1791.2,ATU 1335A,mondeling
983,Theo Meder,VerslagNatVert,2004-06-06 00:00:00,sprookje,ARCHEON10,Alphen aan den Rijn (Zuid-Holland),K1812.1,ATU 0952,mondeling
984,Anya Boelhouwer,AnyaB21e.doc,2004-05-24 00:00:00,sprookje,ANYA0015,Vught (Noord-Brabant),Z33.1,ATU 2025,email
985,Anya Boelhouwer,AnyaB21e.doc,2004-06-09 00:00:00,sage,ANYA0024,Dordrecht (Zuid-Holland),K406.1,ATU 1525M,brief
986,Anya Boelhouwer,Overbeke.17e,1651-01-01 00:00:00,mop,OVER0692,Den Haag (Zuid-Holland),T255.3,ATU 1365C,boek
987,Anya Boelhouwer,Overbeke.17e,1651-01-01 00:00:00,mop,OVER0712,Den Haag (Zuid-Holland),J2233.1.1,ATU 1534A*,boek
988,Anya Boelhouwer,Overbeke.17e,1651-01-01 00:00:00,mop,OVER0730,Den Haag (Zuid-Holland),J1755,ATU 1316,boek
989,Anya Boelhouwer,Overbeke.17e,1651-01-01 00:00:00,mop,OVER0739,Den Haag (Zuid-Holland),F571.2,ATU 0726,boek
990,"Baarslag, T.L.C.",CBOEKENO.19E,1892-03-27 00:00:00,sprookje,CBOEK523,Amsterdam (Noord-Holland),J2462.1,ATU 1685,almanak
991,"Hazekamp, J.O.",CBOEKENO.19E,1894-08-28 00:00:00,sprookje,CBOEK525,Eenrum (Groningen),Z23,ATU 2010IA,almanak
992,"Nooteboom, Auguste",CBOEKENO.19E,1894-01-29 00:00:00,sprookje,CBOEK526,Watergraafsmeer (Noord-Holland),B371.1;B363;B437.2,ATU 0075,tijdschriftartikel
993,"Vos, J.C. de",CBOEKENO.19E,1881-01-01 00:00:00,sprookje,CBOEK528,Amsterdam (Noord-Holland),Z44,ATU 2035,almanak
994,"Honigh, M.",CBOEKENO.19E,1893-01-31 00:00:00,sprookje,CBOEK529,Purmerend (Noord-Holland),Z44,ATU 2035,almanak
995,"Ouwerling, M.J.M.",CBOEKENO.19E,1894-02-21 00:00:00,sprookje,CBOEK531,Amsterdam (Noord-Holland),N271,ATU 0780,almanak
996,Anya Boelhouwer,Overbeke.17e,1651-01-01 00:00:00,mop,OVER0792,Den Haag (Zuid-Holland),X31,ATU 1645B,boek
997,Dames Vouté en Berlage,CBOEKENO.19E,1881-01-01 00:00:00,sprookje,CBOEK532,Haarlem (Noord-Holland),Z44,ATU 2035,almanak
998,"Bakker, C.",CBOEKENO.19E,1881-01-01 00:00:00,sprookje,CBOEK533,Zaanstreek,Z44,ATU 2035,almanak
999,Anya Boelhouwer,Overbeke.17e,1651-01-01 00:00:00,mop,OVER0804,Den Haag (Zuid-Holland),J1922.1,ATU 1278,boek
1000,"Joling, A.J.",CBOEKENO.19E,1896-07-24 00:00:00,sprookje,CBOEK534,Zevenaar (Gelderland),Z43,ATU 2032,almanak
1001,"Boekenoogen, Gerrit Jacob",CBOEKENO.19E,1859-01-01 00:00:00,mop,CBOEK543,,K403,ATU 1529,almanak
1002,"Boekenoogen, Gerrit Jacob",CBOEKENO.19E,1895-01-01 00:00:00,mop,CBOEK544,,J1772.1,ATU 1319,almanak
1003,"Boekenoogen, Gerrit Jacob",CBOEKENO.19E,1678-01-01 00:00:00,mop,CBOEK545,,H681.3.1;H524.1;H711.1,ATU 0922,almanak
1004,"Boekenoogen, Gerrit Jacob",CBOEKENO.19E,1678-01-01 00:00:00,mop,CBOEK546,,X435.1,ATU 1833A,almanak
1005,"Boekenoogen, Gerrit Jacob",CBOEKENO.19E,1881-01-01 00:00:00,mop,CBOEK549,Leiden (Zuid-Holland),K1222,ATU 1686A*,almanak
1006,"Boekenoogen, Gerrit Jacob",CBOEKENO.19E,1881-01-01 00:00:00,mop,CBOEK553,Leiden (Zuid-Holland),X610,ATU 1855,almanak
1007,"Boekenoogen, Gerrit Jacob",CBOEKENO.19E,1881-01-01 00:00:00,mop,CBOEK567,Nijmegen (Gelderland),X610,ATU 1855,almanak
1008,"Boekenoogen, Gerrit Jacob",CBOEKENO.19E,1859-01-01 00:00:00,mop,CBOEK571,,J1532.1,ATU 1362,almanak
1009,"Boekenoogen, Gerrit Jacob",CBOEKENO.19E,1859-01-01 00:00:00,mop,CBOEK572,,X435.1,ATU 1833A,almanak
1010,"Boekenoogen, Gerrit Jacob",CBOEKENO.19E,1652-01-01 00:00:00,mop,CBOEK574,,J1814,ATU 1293,almanak
1011,"Boekenoogen, Gerrit Jacob",CBOEKENO.19E,1678-01-01 00:00:00,mop,CBOEK575,,K1955.2,ATU 1641A,almanak
1012,"Boekenoogen, Gerrit Jacob",CBOEKENO.19E,1601-01-01 00:00:00,mop,CBOEK576,,K455.4,ATU 1526A,almanak
1013,"Boekenoogen, Gerrit Jacob",CBOEKENO.19E,1601-01-01 00:00:00,mop,CBOEK577,,K455.4,ATU 1526A,almanak
1014,"Bakker, C.",CBOEKENO.19E,1881-01-01 00:00:00,sprookje,CBOEK578,De Schermer (Noord-Holland),Z17,ATU 2013,almanak
1015,"Bakker, C.",CBOEKENO.19E,1916-01-01 00:00:00,sprookje,CBOEK583,Broek in Waterland (Noord-Holland),H542,ATU 0927,almanak
1016,"Bakker, C. (afschrift Boekenoogen)",CBOEKENO.19E,1881-01-01 00:00:00,mop,CBOEK584,Broek in Waterland (Noord-Holland),J1742.3,ATU 1339D,almanak
1017,"Bakker, C.",CBOEKENO.19E,1881-01-01 00:00:00,mop,CBOEK585,"Zaanstreek, Hoorn (Noord-Holland)",Z13,ATU 2200,almanak
1018,"Bakker, C.",CBOEKENO.19E,,sprookje,CBOEK586,Hoorn (Noord-Holland),Z17,ATU 2013,
1019,"Bakker, C. (afschrift G.J. Boekenoogen)",CBOEKENO.19E,1881-01-01 00:00:00,sprookje,CBOEK588,Broek in Waterland (Noord-Holland),K1951.1,ATU 1640,almanak
1020,"Boekenoogen, Gerrit Jacob",CBOEKENO.19E,1801-01-01 00:00:00,mop,CBOEK590,,X610,ATU 1855,almanak
1021,"Boekenoogen, Gerrit Jacob",CBOEKENO.19E,1881-01-01 00:00:00,sprookje,CBOEK591,Wormerveer (Noord-Holland),Z44,ATU 2035,almanak
1022,"Mandjes, Redouan",INZENDING21E,2004-06-02 00:00:00,mop,INZ00004,Den Bosch (Noord-Brabant),H1023.13,ATU 1176,internet
1023,"Vette, Rens de",INZENDING21E,2005-01-12 00:00:00,mop,INZ00015,Arnhem (Gelderland),K112.2,ATU 1548,internet
1024,"Vette, Rens de",INZENDING21E,2005-01-12 00:00:00,sprookje,INZ00017,Arnhem (Gelderland),L392;Z42,ATU 2031,internet
1025,Charlotte Techel,INZENDING21E,2005-03-16 00:00:00,sprookje,INZ00025,"Poperinge (België, West-Vlaanderen)",D1311.2;S111.4;F852.1;Z65.1,ATU 0709,internet
1026,Erik Berg,INZENDING21E,2005-07-16 00:00:00,sprookje,INZ00029,Kaatsheuvel (Noord-Brabant),D1761.0.2;J2071,ATU 0750A,internet
1027,Waling Dykstra,ThMede321E,1886-01-01 00:00:00,sprookje,THM00278,(Friesland),K251.1,ATU 1655,boek
1028,"Koman, Ruben A.",KOMAN.21E,,sage,RKOMAFRIES0006,Easterlittens (Friesland),N531.1,ATU 1645,internet
1029,"Koman, Ruben A.",KOMAN.21E,1986-01-01 00:00:00,sage,RKOMAFRIES0007,Surhuisterveen (Friesland),X1301;B874,ATU 1960B,internet
1030,"Koman, Ruben A.",DVHN.21E,2007-06-08 00:00:00,broodjeaapverhaal,DVHN0001,De Wijk (Drenthe),X21,ATU 1339G,krant
1031,"Oostveen, Saskia van",HUBKUNST.20E,1934-01-01 00:00:00,sage,HUBKUNST07,Roermond (Limburg),J1904.1,ATU 1210,boek
1032,Gerard W. Dijkstra,INZENDING21E,2006-01-11 00:00:00,sage,INZ00035,Maarssen (Utrecht),X1061.1,ATU 1960H,internet
1033,Freek van der Heide,Overbeke.17e,1651-01-01 00:00:00,mop,OVER0850,Den Haag (Zuid-Holland),X436,ATU 1834,boek
1034,Freek van der Heide,Overbeke.17e,1651-01-01 00:00:00,mop,OVER0883,Den Haag (Zuid-Holland),J1748,ATU 1331A*,boek
1035,Freek van der Heide,Overbeke.17e,1651-01-01 00:00:00,mop,OVER0887,Den Haag (Zuid-Holland),K2325,ATU 1164,boek
1036,Freek van der Heide,Overbeke.17e,1651-01-01 00:00:00,mop,OVER0906,Den Haag (Zuid-Holland),J1914,ATU 1682,boek
1037,Freek van der Heide,Overbeke.17e,1651-01-01 00:00:00,mop,OVER0927,Den Haag (Zuid-Holland),K343.2.1,ATU 1792,boek
1038,Ineke Meijer,LICHTV.20E,1984-01-01 00:00:00,sprookje,LICHTV021,,K911,ATU 0056A*,boek
1039,Freek van der Heide,Overbeke.17e,1651-01-01 00:00:00,mop,OVER1009,Den Haag (Zuid-Holland),X1215.11,ATU 1889L,boek
1040,Loes Hendriks,OIRSCHOT20E,1967-04-21 00:00:00,sage,OIRSCHOT191,Oisterwijk (Noord-Brabant),J1161.3,ATU 1590,mondeling
1041,Loes Hendriks,OIRSCHOT20E,1967-04-21 00:00:00,sage,OIRSCHOT194,Oisterwijk (Noord-Brabant),N384.10,ATU 1676,mondeling
1042,Loes Hendriks,OIRSCHOT20E,1969-01-01 00:00:00,sage,OIRSCHOT243,Berlicum (Noord-Brabant),H1578.1.4.1,ATU 0958F*,mondeling
1043,Linda de Boer,COHEN20E,1918-01-01 00:00:00,sage,COHEN001,Zutphen (Gelderland),N211.1,ATU 0736A,boek
1044,Linda de Boer,COHEN20E,1918-01-01 00:00:00,sage,COHEN022,Zutphen (Gelderland),J1545.4,ATU 0875,boek
1045,Linda de Boer,COHEN20E,1918-01-01 00:00:00,sage,COHEN024,Zutphen (Gelderland),J2104,ATU 1325A,boek
1046,Linda de Boer,COHEN20E,1918-01-01 00:00:00,sage,COHEN037,Zutphen (Gelderland),K2116.1.1;P253.0.5;P253.2;D161.1;N711,ATU 0451,boek
1047,Linda de Boer,COHEN20E,1918-01-01 00:00:00,sage,COHEN047,Zutphen (Gelderland),E511,ATU 0777*,boek
1048,Linda de Boer,COHEN20E,1918-01-01 00:00:00,sage,COHEN048,Zutphen (Gelderland),E511,ATU 0777*,boek
1049,Loes Hendriks,INZENDING21E,2006-06-26 00:00:00,sage,INZ00059,Bakel (Noord-Brabant),J2328,ATU 1326,boek
1050,Loes Hendriks,INZENDING21E,2006-06-26 00:00:00,lied,INZ00062,Bakel (Noord-Brabant),J1772.1,ATU 1319,boek
1051,Freek van der Heide,Overbeke.17e,1651-01-01 00:00:00,mop,OVER1355,Den Haag (Zuid-Holland),X1852,ATU 1880,boek
1052,Freek van der Heide,Overbeke.17e,1651-01-01 00:00:00,mop,OVER1370,Den Haag (Zuid-Holland),H507.3,ATU 1925,boek
1053,Linda de Boer,JCOHEN.20E,1919-01-01 00:00:00,sage,JCOHEN35,Zutphen (Gelderland),K413,ATU 0965*,boek
1054,Linda de Boer,JCOHEN.20E,1919-01-01 00:00:00,sage,JCOHEN37,Zutphen (Gelderland),K912,ATU 0956B,boek
1055,Linda de Boer,JCOHEN.20E,1919-01-01 00:00:00,sage,JCOHEN58,Zutphen (Gelderland),A751.1,ATU 0751E*,boek
1056,Linda de Boer,JCOHEN.20E,1919-01-01 00:00:00,sage,JCOHEN59,Zutphen (Gelderland),A751.1,ATU 0751E*,tijdschriftartikel
1057,Linda de Boer,JCOHEN.20E,1919-01-01 00:00:00,sprookje,JCOHEN69,Zutphen (Gelderland),X611,ATU 1656,boek
1058,Linda de Boer,JCOHEN.20E,1919-01-01 00:00:00,sage,JCOHEN71,Zutphen (Gelderland),K406.1,ATU 1525M,boek
1059,Linda de Boer,JCOHEN.20E,1919-01-01 00:00:00,mop,JCOHEN78,Zutphen (Gelderland),K261,ATU 1546,boek
1060,Linda de Boer,JCOHEN.20E,1919-01-01 00:00:00,mop,JCOHEN81,Zutphen (Gelderland),W111.2.6,ATU 1561,boek
1061,"Koman, Ruben A.",KOMAN.21E,2006-05-08 00:00:00,sage,RKOMABRAB0017,Werkendam (Noord-Brabant),X1112,ATU 1895,mondeling
1062,Fl. van Duyse,LIEDMARIE,1768-01-01 00:00:00,lied,Lied0001,Vlaanderen,B301.8,ATU 0156A,boek
1063,E. de Coussemaker,LIEDMARIE,1768-01-01 00:00:00,lied,Lied0002,Vlaanderen,B301.8,ATU 0156A,boek
1064,Ester Fabriek,KLAAN20E,1930-01-01 00:00:00,sage,LAAN059,Groningen,K912,ATU 0956B,boek
1065,I. Savelkouls,overbeke.17e,1651-01-01 00:00:00,mop,over1417,Den Haag (Zuid-Holland),K1843.3,ATU 1441*,boek
1066,Ester Fabriek,KLAAN20E,1930-01-01 00:00:00,sprookje,LAAN081,Groningen,H542,ATU 0927,boek
1067,Ester Fabriek,KLAAN20E,1930-01-01 00:00:00,sage,LAAN073,Groningen,G526,ATU 0327C,boek
1068,Ester Fabriek,KLAAN20E,1930-01-01 00:00:00,sage,LAAN076,Groningen,A751.1,ATU 0751E*,boek
1069,Ester Fabriek,KLAAN20E,1930-01-01 00:00:00,sage,LAAN078,Groningen,X1061.1,ATU 1960H,boek
1070,Ester Fabriek,KLAAN20E,1930-01-01 00:00:00,sprookje,LAAN082,Groningen,H542,ATU 0927,boek
1071,I. Savelkouls,overbeke.17e,1651-01-01 00:00:00,mop,over1423,Den Haag (Zuid-Holland),N63,ATU 1862E,boek
1072,Ester Fabriek,KLAAN20E,1930-01-01 00:00:00,sage,LAAN084,Groningen,Z33.1,ATU 2025,boek
1073,Ester Fabriek,FABRIEK.21E,2006-08-28 00:00:00,sprookje,FAB026,Groningen (Groningen),K445;J2312,ATU 1620,mondeling
1074,Ester Fabriek,FABRIEK.21E,2006-08-28 00:00:00,sage,FAB003,Groningen (Groningen),G20,ATU 0363,mondeling
1075,Ester Fabriek,KLAAN20E,1930-01-01 00:00:00,sage,LAAN087,Groningen,K406.1,ATU 1525M,boek
1076,Ate Doornbosch,LIEDMARIE,1966-10-31 00:00:00,lied,Lied0003,"Koningsoord (gem. Eemsmond, Groningen)",C611;C920;G551.1;S62.1,ATU 0312,mondeling
1077,"Koman, Ruben A.",KOMAN.21E,2006-09-02 00:00:00,sage,RKOMA127,Terneuzen (Zeeland),E511,ATU 0777*,mondeling
1078,"Koman, Ruben A.",KOMAN.21E,2006-09-02 00:00:00,sage,RKOMA131,Terneuzen (Zeeland),E511,ATU 0777*,tijdschriftartikel
1079,Will D. Scheepers (1913-1990),LIEDMARIE,1957-05-08 00:00:00,lied,Lied0004,Amsterdam,C611;S62.1,ATU 0312,mondeling
1080,I. Savelkouls,SAVEL.DOC,2006-08-28 00:00:00,sage,SAVEL012,Groningen (Groningen),E235.4.1,ATU 0366,mondeling
1081,"Koman, Ruben A.",KOMAN.21E,2005-05-27 00:00:00,sage,RKOMA132,Dordrecht (Zuid-Holland),K406.1,ATU 1525M,televisie
1082,"Koman, Ruben A.",KOMAN.21E,2006-09-15 00:00:00,sprookje,RKOMA145,Utrecht (Utrecht),K11.1,ATU 0275C,mondeling
1083,"Koman, Ruben A.",KOMAN.21E,2006-09-15 00:00:00,sprookje,RKOMA146,Utrecht (Utrecht),K1715.1,ATU 0092,mondeling
1084,"Koman, Ruben A.",KOMAN.21E,2006-09-15 00:00:00,sprookje,RKOMA147,Utrecht (Utrecht),B555;K579.2,ATU 0058,mondeling
1085,I. Savelkouls,KEMP.20E,1925-01-01 00:00:00,sage,KEMP069,Limburg,K413,ATU 0965*,boek
1086,I. Savelkouls,KEMP.20E,1925-01-01 00:00:00,sage,KEMP089,Limburg,K413,ATU 0965*,boek
1087,I. Savelkouls,KEMP.20E,1925-01-01 00:00:00,sage,KEMP112,Limburg,M215,ATU 1186,boek
1088,"Koman, Ruben A.",KOMAN.21E,2006-01-21 00:00:00,sage,RKOMA158,Kaatsheuvel (Noord-Brabant),E511,ATU 0777*,mondeling
1089,I. Savelkouls,SAVEL.DOC,2006-09-25 00:00:00,sage,SAVEL044,Groningen (Groningen),K413,ATU 0965*,email
1090,Verslaggeefster van Het Parool,FABRIEK.21E,2006-07-29 00:00:00,broodjeaapverhaal,FAB069,Amsterdam (Noord-Holland),X1301;B874,ATU 1960B,krant
1091,I. Savelkouls,SAVEL.DOC,2006-08-05 00:00:00,broodjeaapverhaal,SAVEL065,Amsterdam (Zuid-Holland),X1301;B874,ATU 1960B,krant
1092,I. Savelkouls,KEMP.20E,1925-01-01 00:00:00,sage,KEMP201,Limburg,F344.1;F331.4;F342.1,ATU 0503,boek
1093,"Koman, Ruben A.",KOMAN.21E,1932-08-23 00:00:00,sprookje,RKOMA222,Dalfsen (Overijssel),D1441.1.2,ATU 0570*,tijdschriftartikel
1094,Reggie Naus,FABRIEK.21E,2006-07-11 00:00:00,sage,FAB071,Lith (Noord Brabant),X1301;B874,ATU 1960B,krant
1095,"Wever, F.",Wever.20E,1963-04-12 00:00:00,sprookje,WEV005701,Zuidveld (Groningen),R222;G500;L161,ATU 0314A,mondeling
1096,,KOMAN.21E,2000-01-01 00:00:00,sage,RKOMA226,Kampen (Overijssel),J1904.1,ATU 1210,boek
1097,"Ampt, M.J.",AMPT.20E,1962-03-17 00:00:00,mop,AMPT00210,Genemuiden (Overijssel),B874,ATU 1960B,mondeling
1098,"Wever, F.",Wever.20E,1963-05-14 00:00:00,sprookje,WEV006501,Zuidveld (Groningen),F660.1;P251.6.2;H504;F662.1;F662.2;R111.1.3,ATU 0653,mondeling
1099,I. Savelkouls,KEMP.20E,1925-01-01 00:00:00,sage,KEMP352,Limburg,A751.1,ATU 0751E*,boek
1100,"Koman, Ruben A.",KOMAN.21E,2006-11-15 00:00:00,sprookje,RKOMAGRON0001,Groningen (Groningen),K443.7,ATU 170,mondeling
1101,"Koman, Ruben A.",KOMAN.21E,2006-11-15 00:00:00,sprookje,RKOMAGRON0019,Groningen (Groningen),F591;H341,ATU 571,mondeling
1102,"Wever, F.",Wever.20E,1963-06-13 00:00:00,sprookje,WEV007001,Zuidveld (Groningen),E281;Q82,ATU 0326,mondeling
1103,Adriaan Rodenburg,INZENDING21E,2006-11-27 00:00:00,lied,INZ00073,Haringhuizen (Noord-Holland),N211.1,ATU 0736A,internet
1104,M. Sodjo,SODJO.DOC,2006-11-23 00:00:00,sprookje,SODJO02,Hoogezand (Groningen),B211.7.1;S215.1;D789,ATU 0440,manuscript
1105,"Theo Meder, Ruben Koman",VELDGRON.DOC,2006-11-23 00:00:00,sage,GROTM001,Ten Boer (Groningen),H1578.1.4.1,ATU 0958F*,mondeling
1106,"Theo Meder, Ruben Koman",VELDGRON.DOC,2006-11-23 00:00:00,mop,GROTM009,Ten Boer (Groningen),X610,ATU 1855,mondeling
1107,"Theo Meder, Ruben Koman",VELDGRON.DOC,2006-11-23 00:00:00,mop,GROTM027,Hoogezand (Groningen),J1561.3,ATU 1558,mondeling
1108,Stephan de Vos,StephandeVos.doc,2005-01-01 00:00:00,sprookje,SdeVos001,Overschie (Zuid-Holland),E235.4.1,ATU 0366,mondeling
1109,"Koman, Ruben A.",KOMAN.21E,2007-01-08 00:00:00,sprookje,RKOMAGRON0069,Bellingwolde (Groningen),F913;F535.1;F911.3.1,ATU 0700,mondeling
1110,"Koman, Ruben A.",KOMAN.21E,2007-01-08 00:00:00,sage,RKOMAGRON0071,Bellingwolde (Groningen),N384.11,ATU 1676,mondeling
1111,"Theo Meder, Ruben Koman",VELDGRON.DOC,2006-11-23 00:00:00,sprookje,GROTM053,Hoogezand (Groningen),K263,ATU 1565,mondeling
1112,"Theo Meder, Ruben Koman",VELDGRON.DOC,2006-11-23 00:00:00,sprookje,GROTM059,Hoogezand (Groningen),K1241,ATU 0072,mondeling
1113,"Theo Meder, Ruben Koman",VELDGRON.DOC,2006-11-23 00:00:00,sprookje,GROTM060,Hoogezand (Groningen),B555;K579.2,ATU 0058,mondeling
1114,"Koman, Ruben A.",KOMAN.21E,2006-11-15 00:00:00,mop,RKOMAGRON0110,Oldekerk (Groningen),K406.1,ATU 1525M,mondeling
1115,"Koman, Ruben A.",KOMAN.21E,2007-01-09 00:00:00,sage,RKOMAGRON0160,Zoutkamp (Groningen),J1782,ATU 1318,mondeling
1116,"Theo Meder, Ruben Koman",VELDGRON.DOC,2006-11-25 00:00:00,sage,GROTM087,Middelstum (Groningen),K426,ATU 0990,mondeling
1117,Ineke Meijer,KEMP.20E,1925-01-01 00:00:00,mop,KEMP361,Eys (Limburg),J2031.1;J2031,ATU 1287,boek
1118,"Koman, Ruben A.",KOMAN.21E,2006-11-14 00:00:00,sage,RKOMAGRON0174,Groningen (Groningen),H1578.1.4.1,ATU 0958F*,mondeling
1119,"Theo Meder, Ruben Koman",VELDGRON.DOC,2006-11-25 00:00:00,mop,GROTM104,Middelstum (Groningen),X435.4,ATU 1833D,mondeling
1120,"Koman, Ruben A.",KOMAN.21E,2006-11-14 00:00:00,sage,RKOMAGRON0187,Stedum (Groningen),X1124.3,ATU 1890,mondeling
1121,"Cortooms, Teun; Koman, Ruben A.",3april08DenBoestert.WAV,2008-04-03 00:00:00,sprookje,RKOMAUTR0100,Utrecht (Utrecht),K1021.1,ATU 0002A,mondeling
1122,J.R.W. Sinninghe,BLECOURTNB.20E,,sprookje,BLECOURTNB0286,Breda (Noord-Brabant),K1132,ATU 0791,boek
1123,J.R.W. Sinninghe,BLECOURTNB.20E,,sprookje,BLECOURTNB0288,Breda (Noord-Brabant),K1951.2;K1951.1,ATU 1640,boek
1124,"Koman, Ruben A.; Oostveen, Saskia van",KOMAN,2007-02-07 00:00:00,sage,RKOMAGRON0273,Leens (Groningen),J1782,ATU 1318,mondeling
1125,"Koman, Ruben A.; Oostveen, Saskia van",KOMAN,2007-02-07 00:00:00,broodjeaapverhaal,RKOMAGRON0292,Leens (Groningen),N211.1,ATU 736A,mondeling
1126,"Koman, Ruben A.",KOMAN.21E,2006-11-15 00:00:00,mop,RKOMAGRON0303,Oldekerk (Groningen),J1782,ATU 1318,mondeling
1127,"Wever, F.",WEVER20E.doc,1965-01-05 00:00:00,sprookje,WEV008001,Zuidveld (Groningen),H335.0.1;D2003;D671;G465,ATU 0313,mondeling
1128,"Koman, Ruben A.",KOMAN.21E,2006-11-15 00:00:00,sage,RKOMAGRON0305,Oldekerk (Groningen),J1783.1,ATU 1314,mondeling
1129,"Koman, Ruben A.",KOMAN.21E,2007-02-23 00:00:00,mop,RKOMAGRON0323,Winschoten (Groningen),X610,ATU 1855,email
1130,Henk Harmsen 2,INZENDING21E,2007-02-18 00:00:00,sage,INZ00084,Stokkum (Gelderland),N384.10,ATU 1676,internet
1131,Marcel van den Berg,BLECOURTNB.20E,1980-01-01 00:00:00,sprookje,BLECOURTNB0316,Ossendrecht (Noord-Brabant),N211.1,ATU 0736A,boek
1132,"Koman, Ruben A.",KOMAN.21E,2006-11-16 00:00:00,sage,RKOMAGRON0354,Bellingwolde (Groningen),K406.1,ATU 1525M,mondeling
1133,"Koman, Ruben A.",KOMAN.21E,2006-11-16 00:00:00,sage,RKOMAGRON0367,Bellingwolde (Groningen),J1782,ATU 1318,mondeling
1134,"Koman, Ruben A.",KOMAN.21E,2006-11-16 00:00:00,sage,RKOMAGRON0389,Bellingwolde (Groningen),X1301;B874,ATU 1960B,mondeling
