,collector,corpus,date,genre,idnumber,location,motifs,storytype,tradition
183,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS072,Antwerpen (België),H1151.4;H1151;H1151.2,ATU 1525A,boek
184,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS073,Limburg,J1791.3,ATU 1336,boek
185,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS074,Oost-Vlaanderen (België),J225.3,ATU 0759,boek
186,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS075,Zuid-Holland,K216.2;K31.1,ATU 1091,boek
187,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS076,Overijssel,Z33.1,ATU 2025,boek
188,J.R.W. Sinninghe,SINVSUNV.20E,1892-04-16 00:00:00,sprookje,SINVS078,Amsterdam (Noord-Holland),K912,ATU 0956B,boek
189,"Onnekes, Joh.",BOEKENOO.20E,1800-01-01 00:00:00,sprookje,BOEKV001,Ulrum (Groningen),F913;F535.1;F911.3.1,ATU 0700,tijdschriftartikel
190,Peter Burger,PBURGER.20E,1987-01-01 00:00:00,broodjeaapverhaal,PBURG010,,K2152,ATU 1537,boek
191,René Diekstra,STADSAGE.20E,1995-11-13 00:00:00,sprookje,STSAG363,,J121.1,ATU 0980,krant
192,M. Bijl,MBYLEFTE.20E,1978-01-01 00:00:00,sprookje,BYLEFT01,Kaatsheuvel (Noord-Brabant),S215.1;B211.7.1;D789,ATU 0440,boek
193,M. Bijl,MBYLEFTE.20E,1978-01-01 00:00:00,sprookje,BYLEFT02,Kaatsheuvel (Noord-Brabant),R135.1;G512.3.2;G82.1.1;S321;S143;G82;F771.1.10,ATU 0327A,boek
194,M. Bijl,MBYLEFTE.20E,1978-01-01 00:00:00,sprookje,BYLEFT03,Kaatsheuvel (Noord-Brabant),F641.1;H1142;H331;H1511,ATU 0513A,boek
195,M. Bijl,MBYLEFTE.20E,1978-01-01 00:00:00,sprookje,BYLEFT04,Kaatsheuvel (Noord-Brabant),K2011;F913;Q426;Z18.1,ATU 0333,boek
196,M. Bijl,MBYLEFTE.20E,1978-01-01 00:00:00,sprookje,BYLEFT07,Kaatsheuvel (Noord-Brabant),K1839.1;Q426;F913;K311.3;K1832;J144,ATU 0123,boek
197,M. Bijl,MBYLEFTE.20E,1978-01-01 00:00:00,sprookje,BYLEFT08,Kaatsheuvel (Noord-Brabant),F771.4.4;F771.4.7;D1967.1;M341.2.13;N711.2;D1364.17;F361.1.1;M370;D1978.5;B211.7.1;F316.1,ATU 0410,boek
198,M. Bijl,MBYLEFTE.20E,1978-01-01 00:00:00,sprookje,BYLEFT10,Kaatsheuvel (Noord-Brabant),D1601.5;B103.1.1;D1401.1;D1472.1.7;D861.1;D881.2,ATU 0563,boek
199,M. Bijl,MBYLEFTE.20E,1978-01-01 00:00:00,sprookje,BYLEFT12,Kaatsheuvel (Noord-Brabant),T68;H341;F591;D817;H341.1;D2171.3.1,ATU 0571,boek
200,M. Bijl,MBYLEFTE.20E,1978-01-01 00:00:00,sprookje,BYLEFT13,Kaatsheuvel (Noord-Brabant),E21.1;D1311.2;S111.4;F451.5.1.2;F852.1;Z65.1,ATU 0709,boek
201,M. Bijl,MBYLEFTE.20E,1978-01-01 00:00:00,sprookje,BYLEFT15,Kaatsheuvel (Noord-Brabant),B133.3;K1816.5;K1911.1.1;K2252;B335;H13.2.7,ATU 0533,boek
202,M. Bijl,MBYLEFTE.20E,1978-01-01 00:00:00,sprookje,BYLEFT16,Kaatsheuvel (Noord-Brabant),H935;Q2;D1860;Q41;D1658.1.5;N777.4;G204,ATU 0480,boek
203,P. de Mont,VOLKSKUN.19E,1888-01-01 00:00:00,sprookje,VOLKS001,Antwerpen (België),G526,ATU 0327C,tijdschriftartikel
204,P. de Mont,VOLKSKUN.19E,1888-01-01 00:00:00,sprookje,VOLKS010,België,H94.4;H11.1;L161,ATU 0505,tijdschriftartikel
205,A. Gittée,VOLKSKUN.19E,1888-01-01 00:00:00,mop,VOLKS011,Burst (België),J2031.1;J2031,ATU 1287,tijdschriftartikel
206,P. de Mont,VOLKSKUN.19E,1888-01-01 00:00:00,sprookje,VOLKS012,Hamme Ste-Anna (België),D1412.1,ATU 0330,tijdschriftartikel
207,A. Gittée,VOLKSKUN.19E,1888-01-01 00:00:00,sprookje,VOLKS013,Erembodegem (België),S215.1;B211.7.1;D711,ATU 0440,tijdschriftartikel
208,A. Gittèe,VOLKSKUN.19E,1888-01-01 00:00:00,sprookje,VOLKS020,Ninove (België),F535.1;F913,ATU 0700,tijdschriftartikel
209,P. de Mont,VOLKSKUN.19E,1888-01-01 00:00:00,mop,VOLKS021,Boom (BeAnt),J2031.1;J2031,ATU 1287,tijdschriftartikel
210,A. Gittée,VOLKSKUN.19E,,sprookje,VOLKS032,o.a. Erembodegem (België),D1611;D2003;D361.1;G465;D2004.2;H335.0.1;D721;D671,ATU 0313,tijdschriftartikel
211,E.K. de Bom,VOLKSKUN.19E,1888-01-01 00:00:00,sprookje,VOLKS034,Antwerpen (België),K481;F601.7;D1382.8;B171.1,ATU 0715,tijdschriftartikel
212,J. van de Venne,VOLKSKUN.19E,1888-01-01 00:00:00,sprookje,VOLKS038,Antwerpen (België),F535.1;F913,ATU 0700,tijdschriftartikel
213,K. de Bom,VOLKSKUN.19E,1888-01-01 00:00:00,sprookje,VOLKS039,Antwerpen (België),K1911.1.1;K2252,ATU 0533,tijdschriftartikel
214,P. de Mont,VOLKSKUN.19E,1888-01-01 00:00:00,sprookje,VOLKS040,Antwerpen (België),K2252,ATU 0533,tijdschriftartikel
215,J. van de Venne,VOLKSKUN.19E,1888-01-01 00:00:00,sprookje,VOLKS041,Antwerpen (België),G526,ATU 0327C,tijdschriftartikel
216,P. de Mont,VOLKSKUN.19E,1888-01-01 00:00:00,mop,VOLKS043,België,N688;K1956.2;N611.1,ATU 1641,
217,E. K. de Bom,VOLKSKUN.19E,1888-01-01 00:00:00,sprookje,VOLKS044,België,G61;S121;E613.0.1;E607.1,ATU 0720,tijdschriftartikel
218,P. de Mont,VOLKSKUN.19E,1888-01-01 00:00:00,mop,VOLKS047,Buggenhout (België),H1151;H1151.3;H1151.2,ATU 1525A,tijdschriftartikel
219,N.C.K. de Bazel,VOLKSKUN.19E,1888-01-01 00:00:00,sprookje,VOLKS042,,A751.1,ATU 0751E*,tijdschriftartikel
220,P. de Mont,VOLKSKUN.19E,1888-01-01 00:00:00,mop,VOLKS048,België,H1151;H1151.3;H1151.2,ATU 1525A,tijdschriftartikel
221,Annemieke van der Velden,STADSAGE.20E,1995-01-01 00:00:00,broodjeaapverhaal,STSAG368,Utrecht (Utrecht),N211.1,ATU 0736A,mondeling
222,Theo Meder,MOPPEN1.20E,1980-01-01 00:00:00,mop,MOP10020,,K231.15,ATU 1698N,mondeling
223,Theo Meder,MOPPEN1.20E,1994-09-01 00:00:00,mop,MOP10064,,J1922.1,ATU 1278,televisie
224,Theo Meder,MOPPEN1.20E,1970-01-01 00:00:00,mop,MOP10119,,F344.1,ATU 0503,mondeling
225,Theo Meder,MOPPEN1.20E,1967-01-01 00:00:00,mop,MOP10142,,J2213.1,ATU 1289,mondeling
226,Theo Meder,MOPPEN1.20E,1970-01-01 00:00:00,mop,MOP10238,,J1814,ATU 1293,mondeling
227,Theo Meder,MOPPEN1.20E,1980-01-01 00:00:00,mop,MOP10366,Maassluis (Zuid-Holland),J2321.1,ATU 1739,mondeling
228,Theo Meder,MOPPEN1.20E,1994-09-01 00:00:00,mop,MOP10381,,E780.2,ATU 0660,televisie
229,Theo Meder,MOPPEN1.20E,1994-09-01 00:00:00,mop,MOP10434,,X111.6,ATU 1698G,televisie
230,Theo Meder,MOPPEN1.20E,1994-09-01 00:00:00,mop,MOP10557,,B381;B382,ATU 0156,televisie
231,Theo Meder,MOPPEN1.20E,1994-09-01 00:00:00,mop,MOP10563,,K1775,ATU 0132,televisie
232,"Burger, Peter",GEBBABY.20E,1992-09-29 00:00:00,broodjeaapverhaal,GBABY009,,B331.2,ATU 0178A,boek
233,"Burger, Peter",GEBBABY.20E,1981-03-01 00:00:00,broodjeaapverhaal,GBABY010,,B331.2,ATU 0178A,boek
234,"Burger, Peter",GEBBABY.20E,1479-01-01 00:00:00,broodjeaapverhaal,GBABY011,,B331.2,ATU 0178A,boek
235,"Burger, Peter",GEBBABY.20E,1995-01-01 00:00:00,sage,GBABY014,,N334.1,ATU 1343*,boek
236,"Poortinga, Ype",GEBBABY.20E,1971-01-01 00:00:00,broodjeaapverhaal,GBABY053,Ouwster Nijega [Friesland],K426,ATU 0990,boek
237,Peter Burger,GEBBABY.20E,1995-01-01 00:00:00,broodjeaapverhaal,GBABY054,,K426,ATU 0990,boek
238,Peter Burger,GEBBABY.20E,1976-09-24 00:00:00,broodjeaapverhaal,GBABY096,,X21,ATU 1339G,boek
239,Peter Burger,GEBBABY.20E,1994-11-06 00:00:00,broodjeaapverhaal,GBABY127,Rotterdam [Zuid-Holland],K311.1,ATU 0958C*,boek
240,"Arends, Klaas",SOLDAAT.19E,1804-01-01 00:00:00,sprookje,SOLDAA02,Ezinge (Groningen),F912;N261,ATU 0248,boek
241,"Arends, Klaas",SOLDAAT.19E,1804-01-01 00:00:00,sprookje,SOLDAA03,Ezinge (Groningen),K81.1,ATU 1088,boek
242,"Arends, Klaas",SOLDAAT.19E,1804-01-01 00:00:00,sprookje,SOLDAA04,Ezinge (Groningen),F913;F535.1;F911.3.1,ATU 0700,boek
243,"Arends, Klaas",SOLDAAT.19E,1804-01-01 00:00:00,sprookje,SOLDAA08,Ezinge (Groningen),Q20.2;J21.5;J21.2,ATU 0910B,boek
244,"Arends, Klaas",SOLDAAT.19E,1804-01-01 00:00:00,sprookje,SOLDAA09,Ezinge (Groningen),B301.8,ATU 0156A,boek
245,"Arends, Klaas",SOLDAAT.19E,1804-01-01 00:00:00,mop,SOLDAA10,Ezinge (Groningen),K1571,ATU 1358C,boek
246,"Arends, Klaas",SOLDAAT.19E,1804-01-01 00:00:00,sprookje,SOLDAA11,Ezinge (Groningen),D2072,ATU 0952,boek
247,"Arends, Klaas",SOLDAAT.19E,1804-01-01 00:00:00,sprookje,SOLDAA13,Ezinge (Groningen),H1376.2;E281;E577.2;Q82,ATU 0326,boek
248,"Arends, Klaas",SOLDAAT.19E,1804-01-01 00:00:00,sprookje,SOLDAA16,Ezinge (Groningen),S62.1,ATU 0312,boek
249,"Arends, Klaas",SOLDAAT.19E,1804-01-01 00:00:00,sprookje,SOLDAA17,Ezinge (Groningen),K963;L161;F92;H80;R111.2.1;F451.5.2,ATU 0301,boek
250,"Pol de Mont, E. K. de Bom",VOLKSKUN.19E,1889-01-01 00:00:00,sprookje,VOLKS049,Antwerpen (België),J2511,ATU 1351,tijdschriftartikel
251,J. van de Velde,VOLKSKUN.19E,1889-01-01 00:00:00,sprookje,VOLKS050,België,F601;H331;F661.5.3;H1142;F633;F632;F681.1;L161;F641.1,ATU 0513A,tijdschriftartikel
252,Pol de Mont,VOLKSKUN.19E,1889-01-01 00:00:00,sage,VOLKS052,België,B301.8,ATU 0156A,tijdschriftartikel
253,Pol de Mont,VOLKSKUN.19E,1889-01-01 00:00:00,mop,VOLKS054,België,J1151.1.1,ATU 1381,tijdschriftartikel
254,Pol de Mont,VOLKSKUN.19E,1889-01-01 00:00:00,sprookje,VOLKS055,Tienen (België),A2275.5.5,ATU 0200A,tijdschriftartikel
255,Pol de Mont,VOLKSKUN.19E,1889-01-01 00:00:00,sprookje,VOLKS057,Antwerpen (België),K1021,ATU 0002,tijdschriftartikel
256,Pol de Mont,VOLKSKUN.19E,1889-01-01 00:00:00,sprookje,VOLKS060,Oostmalle (België),A2342.1;J881.1,ATU 0070,tijdschriftartikel
257,Pol de Mont,VOLKSKUN.19E,1889-01-01 00:00:00,sprookje,VOLKS062,België,A2741.1;F1025.1,ATU 0295,tijdschriftartikel
258,Pol de Mont,VOLKSKUN.19E,1889-01-01 00:00:00,sprookje,VOLKS064,België,K1132,ATU 0791,tijdschriftartikel
259,"Pol de Mont, E. K. de Bom",VOLKSKUN.19E,1889-01-01 00:00:00,sprookje,VOLKS068,België,J1545.4;H373;J1111.4,ATU 0875,tijdschriftartikel
260,"Pol de Mont, E. K. de Bom",VOLKSKUN.19E,1889-01-01 00:00:00,sprookje,VOLKS070,Denderleeuw (België),K401.1;K372,ATU 0015,tijdschriftartikel
261,Pol de Mont,VOLKSKUN.19E,1889-01-01 00:00:00,sprookje,VOLKS077,Breda (Noord - Brabant),E215,ATU 0365,
262,Pol de Mont,VOLKSKUN.19E,1889-01-01 00:00:00,sprookje,VOLKS078,Wilrijk (België),E215,ATU 0365,tijdschriftartikel
263,,VOLKSKUN.19E,1889-01-01 00:00:00,sprookje,VOLKS079,België,E215,ATU 0365,tijdschriftartikel
264,Pol de Mont,VOLKSKUN.19E,1889-01-01 00:00:00,sprookje,VOLKS082,Denderwindeke (België),T68;H341;F591;D2171.5;H341.1;D1413,ATU 0571,tijdschriftartikel
265,Pol de Mont,VOLKSKUN.19E,1889-01-01 00:00:00,sprookje,VOLKS083,Land van Waas (België),T68;H341;F591;D2171.5;H341.1;D1413,ATU 0571,tijdschriftartikel
266,Pol de Mont,VOLKSKUN.19E,1889-01-01 00:00:00,sprookje,VOLKS084,Iddergem (België),H1010,ATU 0571B,tijdschriftartikel
267,Pol de Mont,VOLKSKUN.19E,1889-01-01 00:00:00,sprookje,VOLKS085,Oost-Vlaanderen (België),T68;H341;F591;D817;D2171.5;H341.1;D1413,ATU 0571,tijdschriftartikel
268,Aug. Gittée,VOLKSKUN.19E,1889-01-01 00:00:00,sprookje,VOLKS086,Aalst (België),K1132,ATU 0791,
269,August Gittée,VOLKSKUN.19E,1889-01-01 00:00:00,sprookje,VOLKS087,Aalst (België),E782.4;F663.0.1;J2411.1;K1811,ATU 0753,tijdschriftartikel
270,Pol de Mont,VOLKSKUN.19E,1889-01-01 00:00:00,sprookje,VOLKS094,Moerbeke-Waas (België),D1050.1;N815,ATU 0510A,tijdschriftartikel
271,Pol de Mont,VOLKSKUN.19E,1889-01-01 00:00:00,sprookje,VOLKS095,Welle (België),H36.1;K1911.3.3.1;D1050.1;B450;N711.6,ATU 0510A,tijdschriftartikel
272,Pol de Mont,VOLKSKUN.19E,1889-01-01 00:00:00,sprookje,VOLKS096,Antwerpen (België),D1050.1;N711.6;C761.3;H36.1,ATU 0510A,tijdschriftartikel
273,"Pol de Mont, E. K. de Bom",VOLKSKUN.19E,1889-01-01 00:00:00,sprookje,VOLKS097,Quaremont  (België),N411;N411.2.1;N411.1.1;N411.2,ATU 1650,tijdschriftartikel
274,Pol de Mont,VOLKSKUN.19E,1889-01-01 00:00:00,sprookje,VOLKS098,Eindhout (België),K1571,ATU 1358C,tijdschriftartikel
275,Aug. Gittée,VOLKSKUN.19E,1889-01-01 00:00:00,sprookje,VOLKS099,Burst (België),F92;H80;B322.1;K963;L161,ATU 0301,tijdschriftartikel
276,Pol de Mont,VOLKSKUN.19E,1889-01-01 00:00:00,sprookje,VOLKS100,Lier (België),H592.1;M21,ATU 0923,tijdschriftartikel
277,S.J. van der Molen,ABIJMA.20E,1961-06-28 00:00:00,mop,ABIJMA13,Boelenslaan (Friesland),X1111,ATU 1894,boek
278,A. Vermast,VOLKSKUN.19E,1890-01-01 00:00:00,sprookje,VOLKS101,België,R222;B184.1;G500;L161,ATU 0314A,tijdschriftartikel
279,Pol de Mont,VOLKSKUN.19E,1890-01-01 00:00:00,sprookje,VOLKS102,Herdersem (België),E235.4,ATU 0366,tijdschriftartikel
280,Pol de Mont,VOLKSKUN.19E,1890-01-01 00:00:00,mop,VOLKS103,België,K1631,ATU 1735A,tijdschriftartikel
281,A. de Cock,VOLKSKUN.19E,1890-01-01 00:00:00,sprookje,VOLKS104,Denderleeuw (België),C495.2.1;R175,ATU 0360,tijdschriftartikel
282,Pol de Mont,VOLKSKUN.19E,1890-01-01 00:00:00,sprookje,VOLKS106,Wambeek (België),K1571,ATU 1358C,tijdschriftartikel
283,Pol de Mont,VOLKSKUN.19E,1890-01-01 00:00:00,sprookje,VOLKS110,Borgerhout  (België),J2133.7;K891.1,ATU 0124,tijdschriftartikel
284,Pol de Mont,VOLKSKUN.19E,1891-01-01 00:00:00,sprookje,VOLKS118,België,K300,ATU 1635*,tijdschriftartikel
285,Aug. Gittée,VOLKSKUN.19E,1891-01-01 00:00:00,sprookje,VOLKS119,België,J2326,ATU 1540,tijdschriftartikel
286,Joh. Onnekes,SIN50NS.20E,,sprookje,SINVNS02,Groningen,G526,ATU 0327C,boek
287,Joh. Onnekes,SIN50NS.20E,,sprookje,SINVNS03,Ezinge (Groningen),F913;F535.1;F911.3.1,ATU 0700,boek
288,J.R.W. Sinninghe,SIN50NS.20E,,sprookje,SINVNS04,Tjamsweer (Groningen),B170;D1761.0.1;B375.1;Q338,ATU 0555,boek
289,J.R.W. Sinninghe,SIN50NS.20E,1894-01-01 00:00:00,sprookje,SINVNS07,Drente,N271,ATU 0780,boek
290,J.R.W. Sinninghe,SIN50NS.20E,1860-01-01 00:00:00,mop,SINVNS08,Steenwijk (Overijssel),J1151.1.1,ATU 1381,boek
291,J.R.W. Sinninghe,SIN50NS.20E,1920-01-01 00:00:00,sprookje,SINVNS09,Lonneker (Overijssel),L161,ATU 0502,boek
292,F. ten Cate,SIN50NS.20E,1901-01-01 00:00:00,sprookje,SINVNS10,Borne (Overijssel),Z33.1,ATU 2025,boek
293,F. ten Cate,SIN50NS.20E,1901-01-01 00:00:00,sprookje,SINVNS11,Borne (Overijssel),A2741.1;F1025.1,ATU 0295,boek
294,J.R.W. Sinninghe,SIN50NS.20E,,sprookje,SINVNS13,Overijssel,H542,ATU 0927,boek
295,G.J. Klokman,SIN50NS.20E,1909-01-01 00:00:00,sprookje,SINVNS14,Gelderland,N452;N61;F1045;H346;N2.3.3;D1505.5;S165,ATU 0613,boek
296,G.J. Klokman,SIN50NS.20E,1907-01-01 00:00:00,sprookje,SINVNS15,Gelderland,F1025;K1161;B296,ATU 0210,boek
297,J.R.W. Sinninghe,SIN50NS.20E,1888-01-01 00:00:00,sprookje,SINVNS17,Helmond ? (Noord-Brabant),K2250;D1761.0.1;L162;D212.1;D141;K2155.1,ATU 0652,boek
298,J.R.W. Sinninghe,SIN50NS.20E,1888-01-01 00:00:00,sprookje,SINVNS18,Oirschot (Noord-Brabant),Z41,ATU 2030,boek
299,J.R.W. Sinninghe,SIN50NS.20E,1888-01-01 00:00:00,sprookje,SINVNS19,Noord-Brabant,K1161,ATU 0130,boek
300,J.R.W. Sinninghe,SIN50NS.20E,1888-01-01 00:00:00,sprookje,SINVNS20,Oirschot (Noord-Brabant),J2081.1,ATU 1415,boek
301,J.R.W. Sinninghe,SIN50NS.20E,1890-01-01 00:00:00,mop,SINVNS21,Noord-Brabant,K581.3,ATU 1310B,boek
302,J.R.W. Sinninghe,SIN50NS.20E,,mop,SINVNS24,Eys (Limburg),J1791.3,ATU 1336,boek
303,J.R.W. Sinninghe,SIN50NS.20E,1889-01-01 00:00:00,mop,SINVNS25,Weert (Limburg),J1511.3,ATU 1372*,boek
304,David de Kok,SIN50NS.20E,1941-01-01 00:00:00,mop,SINVNS26,Weert (Limburg),J2131.5.3;J1973,ATU 1241,boek
305,J.R.W. Sinninghe,SIN50NS.20E,1825-01-01 00:00:00,sprookje,SINVNS27,Amsterdam (Noord-Holland),D1601.5;B103.1.1;D1401.1;D1472.1.7;D861.1;D881.2,ATU 0563,boek
306,J.R.W. Sinninghe,SIN50NS.20E,1900-01-01 00:00:00,mop,SINVNS28,Terschelling (Friesland),J2461,ATU 1696,boek
307,M. Zwaagdijk,SIN50NS.20E,1892-01-01 00:00:00,mop,SINVNS29,Hauwert (Noord-Holland),K362.1,ATU 1541,boek
308,G.J. Boekenoogen,SIN50NS.20E,1900-01-01 00:00:00,sprookje,SINVNS31,Zaanstreek (Noord-Holland),K1021,ATU 0002,boek
309,J.R.W. Sinninghe,SIN50NS.20E,1941-01-01 00:00:00,mop,SINVNS32,Amsterdam (Noord-Holland),Z13,ATU 2200,boek
310,J.R.W. Sinninghe,SIN50NS.20E,1893-01-01 00:00:00,sprookje,SINVNS33,Den Haag (Zuid-Holland),J144;F913,ATU 0123,boek
311,J.R.W. Sinninghe,SIN50NS.20E,1892-01-01 00:00:00,sprookje,SINVNS34,Den Haag (Zuid-Holland),Z111.2;D1413.1;Q565;D1413.5,ATU 0330,boek
312,J.R.W. Sinninghe,SIN50NS.20E,1888-01-01 00:00:00,sprookje,SINVNS35,Leiden (Zuid-Holland),Z11,ATU 2300,boek
313,P.A. Eggermont,SIN50NS.20E,1893-01-01 00:00:00,sprookje,SINVNS36,Westdorpe (Zeeland),F96;F451.5.2,ATU 0301,boek
314,R.A. Kollewijn,SIN50NS.20E,1881-01-01 00:00:00,mop,SINVNS40,Oud-Leusden (Utrecht),J2086,ATU 1385,boek
315,Victor de Meyere,SIN50NS.20E,1893-01-01 00:00:00,sprookje,SINVNS46,Antwerpen (Vlaanderen),D1533.1.1;F601,ATU 0513B,boek
316,Victor de Meyere,SIN50NS.20E,1888-01-01 00:00:00,sprookje,SINVNS47,Hemiksem (Vlaanderen),D152.2;R11.1;D1834;D182.2;L161,ATU 0302,boek
317,Victor de Meyere,SIN50NS.20E,1909-01-01 00:00:00,sprookje,SINVNS48,Aalst (Vlaanderen),K557;Z111;K551.9;E765.1.3;D1825.3.1,ATU 0332,boek
318,J.R.W. Sinninghe,SIN50NS.20E,1887-01-01 00:00:00,sprookje,SINVNS49,Boom (Vlaanderen),K1311.1;T589.7.1;R111.1.3;D231;T511.5.1,ATU 0303,boek
319,Giselinde Kuipers,ETNISMOP.20E,1995-01-01 00:00:00,mop,ETMOP137,Zoetermeer (Zuid-Holland),K187,ATU 1610,vragenlijst
320,Giselinde Kuipers,ETNISMOP.20E,1995-01-01 00:00:00,mop,ETMOP381,Zoetermeer (Zuid-Holland),K81.1,ATU 1088,vragenlijst
321,Giselinde Kuipers,ETNISMOP.20E,1995-01-01 00:00:00,mop,ETMOP382,Zoetermeer (Zuid-Holland),K81.1,ATU 1088,vragenlijst
322,Giselinde Kuipers,ETNISMOP.20E,1995-01-01 00:00:00,mop,ETMOP383,Zoetermeer (Zuid-Holland),K81.1,ATU 1088,vragenlijst
323,Natanja Leest,STADSAGE.20E,1996-03-01 00:00:00,broodjeaapverhaal,STSAG543,Utrecht (Utrecht),K426,ATU 0990,mondeling
324,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS053,Friesland,T68;H341;F591;D2171.5;H341.1;D1413,ATU 0571,boek
325,,STADSAG2.20E,1996-08-20 00:00:00,mop,STSAG626,,R135;G526;G412.1;G512.3.2;S321;S143;G82;F771.1.10,ATU 0327A,internet
326,J.R.W. Sinninghe,SIN50NS.20E,,sprookje,SINVNS05,Groningen,A751.1,ATU 0751E*,boek
327,Ben Horsthuis,DIVTEXT.20E,1942-01-01 00:00:00,sprookje,DIVTX001,Pijnacker (Zuid-Holland),A751.1,ATU 0751E*,vragenlijst
328,Theo Meder,DIVTEXT.20E,1996-10-20 00:00:00,sprookje,DIVTX023,Rotterdam (Zuid-Holland),D1311.2;S111.4;F852.1;F451.5.1.2;K512.2,ATU 0709,drama
329,Journalist van De Volkskrant,STADSAG2.20E,1996-10-24 00:00:00,broodjeaapverhaal,STSAG639,Malvik (Noorwegen),N211.1,ATU 0736A,krant
330,Willem Kuiper,ESOPET.13E,1201-01-01 00:00:00,mop,ESOPET61,Vlaanderen,K2213.1,ATU 1510,manuscript
331,Willem Kuiper,ESOPET.13E,1201-01-01 00:00:00,sprookje,ESOPET05,Vlaanderen,J1791.4,ATU 0034A,manuscript
332,Willem Kuiper,ESOPET.13E,1201-01-01 00:00:00,sprookje,ESOPET10,Vlaanderen,J1172.3;W154.2.1,ATU 0155,manuscript
333,Willem Kuiper,ESOPET.13E,1201-01-01 00:00:00,sprookje,ESOPET26,Vlaanderen,K815.8,ATU 0231**,manuscript
334,Willem Kuiper,ESOPET.13E,1201-01-01 00:00:00,sprookje,ESOPET43,Vlaanderen,K1955;K1121.1,ATU 0047B,manuscript
335,Willem Kuiper,ESOPET.13E,1201-01-01 00:00:00,sprookje,ESOPET46,Vlaanderen,A2491.1;B261.1,ATU 0222A,manuscript
336,Willem Kuiper,ESOPET.13E,1201-01-01 00:00:00,sprookje,ESOPET65,Vlaanderen,J461.1,ATU 0293,manuscript
337,[C. Bakker],SPOWATER.20E,1901-10-02 00:00:00,sprookje,SWATER32,Broek in Waterland (Noord-Holland),K1812.1,ATU 0952,boek
338,,SPOWATER.20E,,mop,SWATER51,Edam (Noord-Holland),J1964,ATU 1248,boek
339,[C. Bakker],SPOWATER.20E,1913-02-10 00:00:00,mop,SWATER53,,X435.4,ATU 1833D,boek
340,Ate Doornbosch,LIEDVHL.20E,1962-11-17 00:00:00,lied,LIEDV001,Kolhorn (Noord-Holland),K1556,ATU 1360C,mondeling
341,Nico Weenink,MOPPEN2.20E,1996-12-04 00:00:00,mop,MOP20529,Utrecht (Utrecht),Z18.1,ATU 0333,mondeling
342,Nico Weenink,MOPPEN2.20E,1996-12-15 00:00:00,raadsel,MOP20549,Utrecht (Utrecht),X610,ATU 1855,mondeling
343,"Veer, M.R. van de",CBOEKENO.19E,1892-06-20 00:00:00,sage,CBOEK001,Driebergen (Utrecht),E281;Q82,ATU 0326,brief
344,"Veer, M.R. van de",CBOEKENO.19E,1892-06-20 00:00:00,sprookje,CBOEK002,Driebergen (Utrecht),G412.1;F771.1.10,ATU 0327A,brief
345,"Veer, M.R. van de",CBOEKENO.19E,1892-06-20 00:00:00,sprookje,CBOEK003,Driebergen (Utrecht),D763;F451.6.1,ATU 0426,brief
346,"Deenik, Dochter (ingezonden door mevr. Deenik-Bronner)",CBOEKENO.19E,1894-01-01 00:00:00,mop,CBOEK004,Haarlem (Noord-Holland),K301,ATU 1525,brief
347,"Deenik, Dochter (ingezonden door mevr. Deenik-Bronner)",CBOEKENO.19E,1894-01-01 00:00:00,mop,CBOEK005,Haarlem (Noord-Holland),X424,ATU 1791,brief
348,"Deenik, Dochter (ingezonden door mevr. Deenik-Bronner)",CBOEKENO.19E,1894-01-01 00:00:00,sprookje,CBOEK006,Haarlem (Noord-Holland),B170;B375.1;Q338,ATU 0555,brief
349,"Veer, M.R. van de",CBOEKENO.19E,1892-06-20 00:00:00,sprookje,CBOEK008,Driebergen (Utrecht),D150;D683.2,ATU 0405,brief
350,"Veer, M.R. van de",CBOEKENO.19E,1892-06-20 00:00:00,sprookje,CBOEK009,Driebergen (Utrecht),D735.1;L221;C761.2,ATU 0425C,brief
351,"Junius, S.H.",CBOEKENO.19E,1894-01-22 00:00:00,sprookje,CBOEK010,Arnhem (Gelderland),D2004.2;G465;H335.0.1;H1104;D2003;D671,ATU 0313,brief
352,"Hazekamp, J.O.",CBOEKENO.19E,1894-08-28 00:00:00,sprookje,CBOEK012,Eenrum (Groningen),F913;F535.1;F911.3.1,ATU 0700,brief
353,"Hazekamp, J.O.",CBOEKENO.19E,1894-08-28 00:00:00,sprookje,CBOEK013,Eenrum (Groningen),K401.1;K372,ATU 0015,brief
354,"Hazekamp, J.O.",CBOEKENO.19E,1894-08-28 00:00:00,sprookje,CBOEK014,Eenrum (Groningen),A2741.1;F1025.1,ATU 0295,brief
355,"Ferwerda, M.A.",CBOEKENO.19E,1892-04-16 00:00:00,sage,CBOEK016,Amsterdam (Noord-Holland),K912,ATU 0956B,brief
356,"Feen, J.P. van der",CBOEKENO.19E,,sprookje,CBOEK017,Beverwijk (Noord-Holland),Q412;E613.0.1,ATU 0720,brief
